,PART_ID,TYPE,MANUFACTURER,YEAR,QUANTITY,PRICE,SUBTOTAL_INVENTORY,ACTIVE
4509,PART4510,brake,Ford,2019,33.0,293.14,9673.619999999999,
4510,PART4511,suspension,BMW,2010,46.0,238.76,10982.96,
4511,PART4512,brake,Honda,2000,31.0,256.89,7963.589999999999,
4512,PART4513,battery,BMW,2011,9.0,442.11,3978.9900000000002,1.0
4513,PART4514,suspension,Toyota,2009,63.0,172.3,10854.900000000001,
4514,PART4515,tire,Honda,2003,95.0,389.5,37002.5,
4515,PART4516,suspension,Volkswagen,2015,16.0,401.14,6418.24,0.0
4516,PART4517,transmission,Audi,2009,67.0,223.48,14973.16,1.0
4517,PART4518,engine,Honda,2010,57.0,478.97,27301.29,0.0
4518,PART4519,engine,Honda,2004,95.0,405.75,38546.25,0.0
4519,PART4520,engine,Audi,2016,49.0,111.48,5462.52,0.0
4520,PART4521,engine,Toyota,2017,82.0,402.1,32972.200000000004,
4521,PART4522,tire,Mercedes,2022,90.0,449.65,40468.5,1.0
4522,PART4523,battery,Audi,2018,93.0,89.11,8287.23,1.0
4523,PART4524,battery,Ford,2004,43.0,445.15,19141.45,0.0
4524,PART4525,tire,Ford,2018,92.0,73.37,6750.040000000001,1.0
4525,PART4526,suspension,Audi,2021,24.0,366.65,8799.599999999999,
4526,PART4527,suspension,BMW,2001,97.0,469.42,45533.74,
4527,PART4528,engine,BMW,2006,25.0,478.07,11951.75,1.0
4528,PART4529,tire,BMW,2005,31.0,449.23,13926.130000000001,
4529,PART4530,battery,Audi,2010,71.0,125.35,8899.85,0.0
4530,PART4531,brake,Honda,2018,15.0,205.51,3082.6499999999996,1.0
4531,PART4532,brake,Toyota,2011,16.0,322.04,5152.64,
4532,PART4533,brake,Audi,2014,32.0,342.35,10955.2,0.0
4533,PART4534,battery,Mercedes,2020,46.0,163.64,7527.44,1.0
4534,PART4535,battery,Mercedes,2013,84.0,312.4,26241.6,
4535,PART4536,tire,Ford,2009,64.0,249.51,15968.64,1.0
4536,PART4537,brake,Mercedes,2010,75.0,227.25,17043.75,0.0
4537,PART4538,engine,Toyota,2007,13.0,193.02,2509.26,1.0
4538,PART4539,transmission,Ford,2008,75.0,440.65,33048.75,0.0
4539,PART4540,transmission,Toyota,2006,28.0,403.32,11292.96,
4540,PART4541,tire,Ford,2020,78.0,133.87,10441.86,1.0
4541,PART4542,suspension,Mercedes,2020,21.0,348.8,7324.8,0.0
4542,PART4543,battery,Mercedes,2008,95.0,68.51,6508.450000000001,1.0
4543,PART4544,tire,Honda,2007,44.0,325.28,14312.32,0.0
4544,PART4545,battery,Honda,2014,11.0,253.75,2791.25,
4545,PART4546,transmission,Mercedes,2018,8.0,486.86,3894.88,
4546,PART4547,battery,Honda,2007,51.0,70.37,3588.8700000000003,0.0
4547,PART4548,brake,Ford,2020,9.0,220.4,1983.6000000000001,
4548,PART4549,tire,Ford,2000,48.0,213.27,10236.960000000001,1.0
4549,PART4550,transmission,Ford,2003,31.0,78.31,2427.61,1.0
4550,PART4551,transmission,Toyota,2001,15.0,76.85,1152.75,1.0
4551,PART4552,battery,Ford,2009,99.0,342.68,33925.32,0.0
4552,PART4553,transmission,Volkswagen,2022,85.0,51.33,4363.05,0.0
4553,PART4554,brake,BMW,2010,62.0,450.54,27933.48,
4554,PART4555,transmission,Toyota,2004,5.0,454.19,2270.95,0.0
4555,PART4556,brake,Mercedes,2015,73.0,449.5,32813.5,1.0
4556,PART4557,engine,Audi,2014,29.0,84.42,2448.18,0.0
4557,PART4558,brake,BMW,2014,64.0,227.96,14589.44,0.0
4558,PART4559,transmission,Audi,2000,65.0,415.86,27030.9,
4559,PART4560,brake,Audi,2014,80.0,438.38,35070.4,1.0
4560,PART4561,tire,Audi,2009,19.0,424.98,8074.620000000001,1.0
4561,PART4562,engine,Toyota,2011,7.0,395.51,2768.5699999999997,0.0
4562,PART4563,suspension,Toyota,2015,39.0,238.25,9291.75,1.0
4563,PART4564,tire,Audi,2014,44.0,213.89,9411.16,1.0
4564,PART4565,battery,Volkswagen,2015,19.0,251.15,4771.85,1.0
4565,PART4566,suspension,Volkswagen,2010,13.0,141.03,1833.39,
4566,PART4567,tire,Volkswagen,2006,40.0,111.85,4474.0,1.0
4567,PART4568,transmission,Honda,2007,78.0,313.17,24427.260000000002,0.0
4568,PART4569,transmission,Audi,2017,29.0,157.03,4553.87,1.0
4569,PART4570,battery,Toyota,2004,63.0,389.54,24541.02,1.0
4570,PART4571,transmission,Ford,2021,36.0,112.73,4058.28,
4571,PART4572,suspension,Honda,2019,3.0,485.59,1456.77,
4572,PART4573,battery,Honda,2021,54.0,109.78,5928.12,1.0
4573,PART4574,tire,Audi,2016,22.0,159.76,3514.72,
4574,PART4575,transmission,Mercedes,2014,86.0,354.74,30507.64,
4575,PART4576,engine,BMW,2005,14.0,289.6,4054.4000000000005,1.0
4576,PART4577,battery,Volkswagen,2002,69.0,239.85,16549.649999999998,0.0
4577,PART4578,brake,Audi,2005,84.0,461.43,38760.12,1.0
4578,PART4579,engine,Audi,2017,92.0,396.27,36456.84,
4579,PART4580,tire,Mercedes,2013,88.0,95.03,8362.64,1.0
4580,PART4581,transmission,Audi,2007,25.0,50.58,1264.5,1.0
4581,PART4582,battery,BMW,2012,16.0,245.42,3926.72,
4582,PART4583,suspension,Honda,2017,75.0,116.12,8709.0,
4583,PART4584,battery,Volkswagen,2010,74.0,465.23,34427.020000000004,0.0
4584,PART4585,brake,Volkswagen,2004,78.0,342.06,26680.68,0.0
4585,PART4586,suspension,BMW,2017,18.0,165.93,2986.7400000000002,0.0
4586,PART4587,suspension,Ford,2017,83.0,84.97,7052.51,
4587,PART4588,brake,Volkswagen,2007,14.0,249.03,3486.42,
4588,PART4589,engine,Toyota,2009,51.0,401.44,20473.44,1.0
4589,PART4590,tire,Audi,2016,55.0,371.82,20450.1,1.0
4590,PART4591,battery,Honda,2022,91.0,58.46,5319.86,1.0
4591,PART4592,battery,Mercedes,2017,14.0,463.95,6495.3,1.0
4592,PART4593,engine,Audi,2001,17.0,133.81,2274.77,
4593,PART4594,tire,BMW,2007,69.0,85.57,5904.33,0.0
4594,PART4595,engine,Audi,2015,59.0,183.88,10848.92,1.0
4595,PART4596,battery,Honda,2017,51.0,239.76,12227.76,0.0
4596,PART4597,brake,Honda,2010,73.0,484.9,35397.7,
4597,PART4598,brake,BMW,2016,48.0,136.0,6528.0,
4598,PART4599,brake,Toyota,2016,18.0,187.82,3380.7599999999998,1.0
4599,PART4600,transmission,Mercedes,2019,65.0,200.87,13056.550000000001,0.0
4600,PART4601,tire,Ford,2012,12.0,216.17,2594.04,1.0
4601,PART4602,engine,BMW,2017,71.0,247.66,17583.86,0.0
4602,PART4603,brake,Ford,2012,48.0,452.46,21718.079999999998,0.0
4603,PART4604,tire,Honda,2010,28.0,265.43,7432.04,1.0
4604,PART4605,engine,BMW,2008,48.0,251.8,12086.400000000001,
4605,PART4606,battery,BMW,2011,33.0,116.74,3852.4199999999996,0.0
4606,PART4607,transmission,Toyota,2013,91.0,151.61,13796.510000000002,
4607,PART4608,transmission,Honda,2003,76.0,184.15,13995.4,0.0
4608,PART4609,tire,Ford,2010,34.0,232.4,7901.6,
4609,PART4610,tire,Volkswagen,2002,97.0,80.11,7770.67,0.0
4610,PART4611,engine,Ford,2021,46.0,97.2,4471.2,
4611,PART4612,suspension,Mercedes,2007,96.0,129.69,12450.24,0.0
4612,PART4613,suspension,Toyota,2021,49.0,357.94,17539.06,0.0
4613,PART4614,transmission,Ford,2014,64.0,352.14,22536.96,1.0
4614,PART4615,transmission,Ford,2005,95.0,62.01,5890.95,
4615,PART4616,battery,BMW,2003,65.0,194.08,12615.2,0.0
4616,PART4617,brake,BMW,2012,53.0,135.47,7179.91,
4617,PART4618,engine,Ford,2014,3.0,274.56,823.6800000000001,1.0
4618,PART4619,engine,Volkswagen,2003,20.0,494.58,9891.6,
4619,PART4620,brake,Volkswagen,2012,96.0,429.23,41206.08,1.0
4620,PART4621,engine,Toyota,2005,97.0,188.95,18328.149999999998,
4621,PART4622,engine,Ford,2002,2.0,281.14,562.28,
4622,PART4623,battery,BMW,2012,13.0,110.13,1431.69,
4623,PART4624,tire,Mercedes,2014,44.0,317.98,13991.12,0.0
4624,PART4625,tire,Toyota,2011,5.0,245.43,1227.15,1.0
4625,PART4626,transmission,Mercedes,2010,33.0,483.67,15961.11,0.0
4626,PART4627,suspension,Ford,2015,34.0,175.49,5966.66,0.0
4627,PART4628,engine,Honda,2017,12.0,361.77,4341.24,
4628,PART4629,tire,Audi,2019,82.0,274.1,22476.2,1.0
4629,PART4630,tire,Audi,2007,47.0,223.34,10496.98,1.0
4630,PART4631,engine,Mercedes,2019,23.0,201.65,4637.95,1.0
4631,PART4632,tire,BMW,2020,51.0,132.28,6746.28,0.0
4632,PART4633,transmission,Volkswagen,2006,91.0,219.64,19987.239999999998,1.0
4633,PART4634,suspension,BMW,2011,53.0,53.3,2824.8999999999996,
4634,PART4635,brake,Honda,2018,58.0,383.25,22228.5,1.0
4635,PART4636,tire,Ford,2009,37.0,342.03,12655.109999999999,1.0
4636,PART4637,brake,Ford,2001,93.0,236.71,22014.030000000002,
4637,PART4638,engine,BMW,2001,16.0,229.75,3676.0,
4638,PART4639,battery,Volkswagen,2021,90.0,67.68,6091.200000000001,
4639,PART4640,suspension,Honda,2001,10.0,447.67,4476.7,0.0
4640,PART4641,tire,Ford,2021,70.0,371.82,26027.399999999998,1.0
4641,PART4642,transmission,BMW,2006,51.0,485.89,24780.39,
4642,PART4643,transmission,Mercedes,2019,87.0,400.34,34829.579999999994,1.0
4643,PART4644,brake,Audi,2003,44.0,226.78,9978.32,1.0
4644,PART4645,tire,Honda,2007,60.0,55.96,3357.6,0.0
4645,PART4646,brake,Ford,2006,43.0,370.32,15923.76,1.0
4646,PART4647,engine,Ford,2000,2.0,188.39,376.78,1.0
4647,PART4648,transmission,Toyota,2002,60.0,91.97,5518.2,
4648,PART4649,battery,BMW,2014,99.0,301.76,29874.239999999998,1.0
4649,PART4650,battery,BMW,2017,97.0,163.28,15838.16,0.0
4650,PART4651,battery,Toyota,2019,31.0,372.68,11553.08,
4651,PART4652,suspension,Ford,2014,74.0,379.96,28117.039999999997,0.0
4652,PART4653,transmission,BMW,2009,41.0,354.55,14536.550000000001,0.0
4653,PART4654,brake,Honda,2012,87.0,274.13,23849.31,
4654,PART4655,engine,Honda,2003,58.0,423.52,24564.16,1.0
4655,PART4656,engine,Toyota,2003,21.0,88.6,1860.6,1.0
4656,PART4657,suspension,Audi,2007,25.0,366.55,9163.75,
4657,PART4658,engine,BMW,2007,30.0,152.0,4560.0,1.0
4658,PART4659,suspension,BMW,2003,45.0,208.4,9378.0,
4659,PART4660,brake,Audi,2003,22.0,468.81,10313.82,0.0
4660,PART4661,transmission,Honda,2003,77.0,309.61,23839.97,1.0
4661,PART4662,transmission,Audi,2016,44.0,449.66,19785.04,
4662,PART4663,tire,Volkswagen,2003,60.0,167.93,10075.800000000001,1.0
4663,PART4664,engine,Volkswagen,2006,92.0,335.97,30909.24,
4664,PART4665,brake,Volkswagen,2001,27.0,81.36,2196.72,
4665,PART4666,suspension,Volkswagen,2020,73.0,64.21,4687.33,1.0
4666,PART4667,tire,Audi,2002,65.0,426.83,27743.95,0.0
4667,PART4668,brake,Toyota,2005,63.0,347.73,21906.99,0.0
4668,PART4669,transmission,Volkswagen,2021,92.0,483.73,44503.16,
4669,PART4670,battery,BMW,2022,85.0,89.14,7576.9,0.0
4670,PART4671,transmission,Toyota,2002,26.0,91.47,2378.22,0.0
4671,PART4672,engine,BMW,2018,74.0,267.55,19798.7,1.0
4672,PART4673,suspension,BMW,2012,57.0,308.05,17558.850000000002,
4673,PART4674,battery,Mercedes,2016,7.0,328.84,2301.8799999999997,
4674,PART4675,tire,Ford,2020,25.0,361.81,9045.25,1.0
4675,PART4676,suspension,BMW,2000,89.0,322.96,28743.44,
4676,PART4677,suspension,Volkswagen,2022,20.0,127.36,2547.2,1.0
4677,PART4678,engine,Honda,2008,73.0,296.59,21651.07,
4678,PART4679,engine,Volkswagen,2001,97.0,448.36,43490.92,1.0
4679,PART4680,tire,Audi,2021,2.0,159.21,318.42,
4680,PART4681,tire,Honda,2002,49.0,336.15,16471.35,1.0
4681,PART4682,battery,Audi,2003,59.0,438.87,25893.33,1.0
4682,PART4683,suspension,Mercedes,2001,49.0,322.06,15780.94,
4683,PART4684,tire,Ford,2020,27.0,56.95,1537.65,0.0
4684,PART4685,suspension,Toyota,2012,56.0,328.54,18398.24,0.0
4685,PART4686,tire,Volkswagen,2005,63.0,468.46,29512.98,
4686,PART4687,brake,Ford,2018,70.0,87.1,6097.0,0.0
4687,PART4688,transmission,Volkswagen,2013,67.0,316.48,21204.16,
4688,PART4689,suspension,Ford,2022,51.0,269.15,13726.65,1.0
4689,PART4690,suspension,Mercedes,2006,4.0,345.96,1383.84,
4690,PART4691,engine,Toyota,2014,28.0,102.67,2874.76,
4691,PART4692,tire,BMW,2011,16.0,230.14,3682.24,
4692,PART4693,engine,Toyota,2001,36.0,422.23,15200.28,
4693,PART4694,brake,Toyota,2011,36.0,101.71,3661.56,
4694,PART4695,engine,Honda,2019,69.0,290.03,20012.07,0.0
4695,PART4696,tire,BMW,2002,19.0,421.35,8005.650000000001,
4696,PART4697,engine,Ford,2021,45.0,448.05,20162.25,0.0
4697,PART4698,transmission,BMW,2003,45.0,459.55,20679.75,1.0
4698,PART4699,battery,Honda,2014,4.0,323.13,1292.52,1.0
4699,PART4700,brake,Ford,2011,89.0,440.25,39182.25,
4700,PART4701,engine,BMW,2018,72.0,454.92,32754.24,1.0
4701,PART4702,brake,Mercedes,2003,88.0,406.55,35776.4,
4702,PART4703,brake,Ford,2020,18.0,128.22,2307.96,0.0
4703,PART4704,suspension,Audi,2004,91.0,453.34,41253.939999999995,
4704,PART4705,tire,BMW,2004,92.0,415.63,38237.96,
4705,PART4706,engine,Audi,2019,30.0,126.05,3781.5,1.0
4706,PART4707,engine,Volkswagen,2015,43.0,144.12,6197.16,
4707,PART4708,engine,BMW,2006,90.0,160.69,14462.1,0.0
4708,PART4709,brake,Ford,2014,73.0,103.36,7545.28,0.0
4709,PART4710,tire,Toyota,2020,67.0,77.93,5221.31,
4710,PART4711,battery,Volkswagen,2018,32.0,160.27,5128.64,1.0
4711,PART4712,battery,Mercedes,2014,28.0,175.9,4925.2,0.0
4712,PART4713,transmission,Ford,2021,44.0,148.03,6513.32,1.0
4713,PART4714,tire,Volkswagen,2013,1.0,444.11,444.11,
4714,PART4715,tire,Volkswagen,2004,24.0,202.83,4867.92,
4715,PART4716,tire,BMW,2007,68.0,118.08,8029.44,1.0
4716,PART4717,engine,Mercedes,2008,3.0,109.63,328.89,
4717,PART4718,battery,Volkswagen,2022,91.0,165.57,15066.869999999999,0.0
4718,PART4719,brake,BMW,2021,30.0,452.26,13567.8,1.0
4719,PART4720,engine,Audi,2014,1.0,363.31,363.31,0.0
4720,PART4721,tire,Toyota,2000,55.0,267.65,14720.749999999998,0.0
4721,PART4722,suspension,BMW,2015,28.0,168.29,4712.12,1.0
4722,PART4723,suspension,Mercedes,2008,77.0,150.92,11620.839999999998,
4723,PART4724,transmission,Volkswagen,2021,93.0,368.47,34267.71,0.0
4724,PART4725,transmission,Volkswagen,2020,23.0,56.54,1300.42,1.0
4725,PART4726,brake,Audi,2006,11.0,238.91,2628.0099999999998,
4726,PART4727,tire,Mercedes,2018,42.0,340.61,14305.62,0.0
4727,PART4728,tire,Toyota,2002,49.0,92.94,4554.0599999999995,
4728,PART4729,suspension,Mercedes,2016,75.0,290.94,21820.5,0.0
4729,PART4730,tire,Toyota,2019,63.0,371.4,23398.199999999997,1.0
4730,PART4731,brake,Audi,2022,81.0,392.25,31772.25,
4731,PART4732,tire,Honda,2016,2.0,204.53,409.06,0.0
4732,PART4733,transmission,Toyota,2015,23.0,119.8,2755.4,0.0
4733,PART4734,brake,BMW,2001,96.0,89.11,8554.56,
4734,PART4735,suspension,BMW,2017,24.0,247.23,5933.5199999999995,0.0
4735,PART4736,engine,Ford,2020,90.0,489.62,44065.8,0.0
4736,PART4737,battery,Volkswagen,2008,84.0,472.93,39726.12,
4737,PART4738,battery,Mercedes,2019,26.0,301.68,7843.68,1.0
4738,PART4739,battery,Ford,2005,17.0,168.91,2871.47,0.0
4739,PART4740,battery,Ford,2005,17.0,406.47,6909.990000000001,
4740,PART4741,battery,Honda,2009,40.0,186.97,7478.8,
4741,PART4742,engine,Audi,2007,62.0,196.88,12206.56,1.0
4742,PART4743,transmission,BMW,2021,10.0,239.83,2398.3,0.0
4743,PART4744,tire,Mercedes,2002,69.0,164.62,11358.78,0.0
4744,PART4745,transmission,Volkswagen,2014,70.0,338.42,23689.4,
4745,PART4746,transmission,Audi,2013,23.0,205.49,4726.27,
4746,PART4747,transmission,BMW,2017,75.0,258.84,19412.999999999996,0.0
4747,PART4748,battery,BMW,2010,77.0,286.32,22046.64,
4748,PART4749,brake,Volkswagen,2022,43.0,293.85,12635.550000000001,
4749,PART4750,transmission,Ford,2019,85.0,63.63,5408.55,1.0
4750,PART4751,engine,Toyota,2014,60.0,487.78,29266.8,1.0
4751,PART4752,transmission,BMW,2016,55.0,481.4,26477.0,
4752,PART4753,brake,Audi,2014,40.0,185.54,7421.599999999999,1.0
4753,PART4754,transmission,Honda,2009,26.0,101.47,2638.22,
4754,PART4755,transmission,Audi,2020,75.0,151.25,11343.75,
4755,PART4756,transmission,BMW,2007,21.0,371.81,7808.01,
4756,PART4757,suspension,Honda,2007,52.0,80.15,4167.8,1.0
4757,PART4758,tire,BMW,2009,84.0,293.95,24691.8,
4758,PART4759,brake,Ford,2020,45.0,228.23,10270.35,1.0
4759,PART4760,transmission,Volkswagen,2020,70.0,188.64,13204.8,1.0
4760,PART4761,battery,Audi,2012,35.0,77.1,2698.5,1.0
4761,PART4762,brake,Mercedes,2012,83.0,462.93,38423.19,
4762,PART4763,battery,Audi,2000,47.0,61.05,2869.35,
4763,PART4764,battery,Audi,2015,50.0,159.94,7997.0,1.0
4764,PART4765,transmission,Mercedes,2022,97.0,283.73,27521.81,1.0
4765,PART4766,engine,Volkswagen,2005,44.0,341.01,15004.439999999999,
4766,PART4767,transmission,Ford,2021,93.0,417.43,38820.99,0.0
4767,PART4768,transmission,Honda,2008,79.0,221.77,17519.83,0.0
4768,PART4769,battery,Audi,2014,43.0,62.16,2672.8799999999997,1.0
4769,PART4770,suspension,Honda,2009,63.0,474.95,29921.85,0.0
4770,PART4771,transmission,Ford,2015,31.0,124.08,3846.48,
4771,PART4772,tire,Honda,2019,1.0,221.22,221.22,1.0
4772,PART4773,battery,BMW,2013,52.0,157.46,8187.92,
4773,PART4774,engine,Ford,2012,5.0,312.64,1563.1999999999998,1.0
4774,PART4775,engine,Audi,2003,81.0,115.45,9351.45,1.0
4775,PART4776,tire,BMW,2018,80.0,298.82,23905.6,0.0
4776,PART4777,battery,Audi,2016,67.0,148.93,9978.310000000001,
4777,PART4778,tire,Mercedes,2018,58.0,357.88,20757.04,
4778,PART4779,brake,Mercedes,2021,57.0,328.09,18701.129999999997,1.0
4779,PART4780,brake,Audi,2007,4.0,398.72,1594.88,0.0
4780,PART4781,tire,Toyota,2018,15.0,429.97,6449.55,1.0
4781,PART4782,tire,BMW,2017,83.0,288.44,23940.52,0.0
4782,PART4783,brake,Mercedes,2022,96.0,192.85,18513.6,0.0
4783,PART4784,tire,Volkswagen,2009,9.0,230.13,2071.17,0.0
4784,PART4785,suspension,Toyota,2020,90.0,433.34,39000.6,1.0
4785,PART4786,suspension,Audi,2009,22.0,250.92,5520.24,1.0
4786,PART4787,transmission,Mercedes,2009,15.0,122.36,1835.4,1.0
4787,PART4788,transmission,Mercedes,2011,76.0,432.18,32845.68,
4788,PART4789,brake,Ford,2000,44.0,165.95,7301.799999999999,
4789,PART4790,tire,Audi,2016,74.0,407.79,30176.460000000003,0.0
4790,PART4791,transmission,Toyota,2009,39.0,335.95,13102.05,0.0
4791,PART4792,suspension,Toyota,2018,68.0,483.23,32859.64,1.0
4792,PART4793,brake,Honda,2009,13.0,264.41,3437.3300000000004,1.0
4793,PART4794,brake,Toyota,2012,53.0,196.61,10420.33,
4794,PART4795,suspension,Mercedes,2010,59.0,295.3,17422.7,1.0
4795,PART4796,suspension,Toyota,2017,9.0,450.67,4056.03,
4796,PART4797,battery,BMW,2012,12.0,61.18,734.16,
4797,PART4798,suspension,Ford,2011,45.0,199.91,8995.95,0.0
4798,PART4799,engine,Ford,2009,16.0,123.9,1982.4,
4799,PART4800,brake,Audi,2010,16.0,238.53,3816.48,1.0
4800,PART4801,suspension,BMW,2007,25.0,286.63,7165.75,1.0
4801,PART4802,transmission,Honda,2008,31.0,267.48,8291.880000000001,0.0
4802,PART4803,tire,Audi,2012,66.0,318.92,21048.72,
4803,PART4804,brake,Ford,2022,87.0,344.26,29950.62,
4804,PART4805,battery,Volkswagen,2004,99.0,179.08,17728.920000000002,
4805,PART4806,brake,Audi,2000,64.0,92.36,5911.04,
4806,PART4807,transmission,Honda,2020,93.0,456.71,42474.03,
4807,PART4808,battery,Volkswagen,2002,28.0,283.85,7947.800000000001,
4808,PART4809,engine,Honda,2001,81.0,135.28,10957.68,1.0
4809,PART4810,suspension,Toyota,2003,46.0,391.3,17999.8,
4810,PART4811,tire,Toyota,2022,9.0,499.04,4491.360000000001,1.0
4811,PART4812,suspension,Ford,2020,27.0,332.71,8983.17,1.0
4812,PART4813,tire,Ford,2003,83.0,60.27,5002.41,0.0
4813,PART4814,engine,Ford,2000,6.0,385.98,2315.88,
4814,PART4815,transmission,BMW,2022,91.0,472.53,43000.229999999996,0.0
4815,PART4816,transmission,Volkswagen,2008,20.0,269.45,5389.0,1.0
4816,PART4817,suspension,Ford,2014,74.0,68.84,5094.16,
4817,PART4818,transmission,Ford,2012,36.0,177.74,6398.64,1.0
4818,PART4819,tire,Honda,2022,41.0,397.95,16315.949999999999,0.0
4819,PART4820,suspension,Mercedes,2016,27.0,288.1,7778.700000000001,0.0
4820,PART4821,suspension,Ford,2018,43.0,455.99,19607.57,1.0
4821,PART4822,battery,Mercedes,2020,82.0,243.6,19975.2,0.0
4822,PART4823,engine,Honda,2018,38.0,459.94,17477.72,0.0
4823,PART4824,brake,Volkswagen,2008,53.0,100.4,5321.200000000001,1.0
4824,PART4825,battery,Mercedes,2015,34.0,209.47,7121.98,1.0
4825,PART4826,brake,Ford,2022,36.0,187.55,6751.8,0.0
4826,PART4827,engine,Mercedes,2022,92.0,475.57,43752.44,0.0
4827,PART4828,battery,Mercedes,2017,50.0,197.2,9860.0,
4828,PART4829,battery,Honda,2012,28.0,296.42,8299.76,1.0
4829,PART4830,transmission,Volkswagen,2000,95.0,229.04,21758.8,0.0
4830,PART4831,battery,Mercedes,2020,61.0,185.13,11292.93,1.0
4831,PART4832,brake,Honda,2018,27.0,340.37,9189.99,1.0
4832,PART4833,transmission,Volkswagen,2020,46.0,104.92,4826.32,1.0
4833,PART4834,brake,Ford,2007,61.0,305.39,18628.79,1.0
4834,PART4835,engine,Ford,2007,47.0,216.49,10175.03,
4835,PART4836,tire,Ford,2002,21.0,247.52,5197.92,
4836,PART4837,transmission,Ford,2009,72.0,491.17,35364.24,1.0
4837,PART4838,transmission,Audi,2017,43.0,308.86,13280.980000000001,0.0
4838,PART4839,engine,BMW,2012,68.0,403.21,27418.28,
4839,PART4840,battery,Ford,2007,71.0,233.33,16566.43,0.0
4840,PART4841,brake,Audi,2016,46.0,340.06,15642.76,1.0
4841,PART4842,brake,Mercedes,2010,92.0,280.02,25761.839999999997,0.0
4842,PART4843,engine,Audi,2003,41.0,377.76,15488.16,1.0
4843,PART4844,transmission,Volkswagen,2018,3.0,449.69,1349.07,1.0
4844,PART4845,engine,Honda,2013,52.0,426.66,22186.32,1.0
4845,PART4846,battery,Mercedes,2012,69.0,266.19,18367.11,0.0
4846,PART4847,transmission,Audi,2011,81.0,88.35,7156.349999999999,1.0
4847,PART4848,transmission,Audi,2002,85.0,312.63,26573.55,0.0
4848,PART4849,suspension,Audi,2014,12.0,359.33,4311.96,1.0
4849,PART4850,battery,Toyota,2004,47.0,468.14,22002.579999999998,
4850,PART4851,brake,Honda,2005,83.0,93.88,7792.04,1.0
4851,PART4852,brake,Ford,2017,51.0,473.97,24172.47,0.0
4852,PART4853,transmission,Mercedes,2006,77.0,187.93,14470.61,
4853,PART4854,transmission,Mercedes,2019,72.0,467.65,33670.799999999996,1.0
4854,PART4855,engine,BMW,2017,25.0,390.76,9769.0,
4855,PART4856,transmission,Mercedes,2019,45.0,457.35,20580.75,
4856,PART4857,battery,Audi,2010,18.0,332.93,5992.74,1.0
4857,PART4858,tire,Honda,2014,28.0,452.47,12669.16,
4858,PART4859,tire,Mercedes,2017,70.0,158.45,11091.5,0.0
4859,PART4860,tire,Toyota,2007,34.0,355.83,12098.22,0.0
4860,PART4861,brake,Volkswagen,2022,22.0,238.19,5240.18,1.0
4861,PART4862,brake,Mercedes,2003,80.0,266.78,21342.399999999998,
4862,PART4863,suspension,Mercedes,2010,94.0,356.63,33523.22,1.0
4863,PART4864,battery,Ford,2015,56.0,306.91,17186.960000000003,0.0
4864,PART4865,battery,Toyota,2012,73.0,290.7,21221.1,
4865,PART4866,engine,BMW,2013,5.0,390.26,1951.3,1.0
4866,PART4867,suspension,Mercedes,2015,32.0,297.25,9512.0,
4867,PART4868,tire,Mercedes,2004,92.0,300.26,27623.92,0.0
4868,PART4869,battery,Mercedes,2001,91.0,483.16,43967.560000000005,
4869,PART4870,battery,Toyota,2022,73.0,325.49,23760.77,0.0
4870,PART4871,transmission,Ford,2006,36.0,133.56,4808.16,
4871,PART4872,brake,Ford,2007,42.0,203.96,8566.32,
4872,PART4873,transmission,Audi,2003,36.0,353.32,12719.52,1.0
4873,PART4874,tire,Mercedes,2021,19.0,435.16,8268.04,0.0
4874,PART4875,battery,Mercedes,2008,37.0,208.73,7723.009999999999,1.0
4875,PART4876,brake,BMW,2010,99.0,298.64,29565.359999999997,
4876,PART4877,tire,Mercedes,2005,66.0,476.16,31426.56,0.0
4877,PART4878,suspension,Ford,2007,28.0,214.97,6019.16,
4878,PART4879,suspension,BMW,2010,99.0,227.66,22538.34,0.0
4879,PART4880,tire,BMW,2012,40.0,458.56,18342.4,
4880,PART4881,tire,Volkswagen,2015,91.0,397.18,36143.38,
4881,PART4882,suspension,Honda,2000,92.0,407.35,37476.200000000004,
4882,PART4883,suspension,Audi,2022,88.0,165.47,14561.36,
4883,PART4884,battery,Ford,2022,5.0,485.73,2428.65,1.0
4884,PART4885,battery,Mercedes,2008,2.0,455.16,910.32,0.0
4885,PART4886,brake,BMW,2007,17.0,430.66,7321.22,0.0
4886,PART4887,battery,Mercedes,2017,16.0,210.78,3372.48,0.0
4887,PART4888,transmission,Honda,2010,66.0,168.9,11147.4,
4888,PART4889,suspension,Toyota,2000,31.0,85.46,2649.2599999999998,1.0
4889,PART4890,engine,Volkswagen,2010,42.0,78.9,3313.8,1.0
4890,PART4891,engine,Toyota,2015,84.0,310.43,26076.12,0.0
4891,PART4892,suspension,BMW,2019,73.0,157.72,11513.56,
4892,PART4893,tire,Mercedes,2007,42.0,378.43,15894.06,1.0
4893,PART4894,engine,Mercedes,2009,25.0,77.12,1928.0,
4894,PART4895,engine,Mercedes,2018,59.0,417.73,24646.07,0.0
4895,PART4896,suspension,Audi,2010,57.0,116.7,6651.900000000001,0.0
4896,PART4897,brake,Ford,2019,7.0,162.7,1138.8999999999999,
4897,PART4898,battery,Ford,2014,24.0,323.36,7760.64,
4898,PART4899,battery,Mercedes,2014,81.0,91.19,7386.389999999999,
